Image_name,Label
train0001.jpg,Educational
train0002.jpg,Educational
train0003.jpg,Educational
train0004.jpg,Educational
train0005.jpg,Educational
train0006.jpg,Educational
train0007.jpg,Educational
train0008.jpeg,Educational
train0009.jpg,Educational
train0010.jpg,Educational
train0011.jpg,Educational
train0012.jpg,Educational
train0013.jpg,Educational
train0014.jpg,Educational
train0015.jpg,Educational
train0016.jpg,Educational
train0017.jpg,Educational
train0018.jpg,Educational
train0019.jpg,Educational
train0020.jpg,Educational
train0021.jpg,Educational
train0022.jpg,Educational
train0023.jpg,Educational
train0024.jpg,Educational
train0025.jpg,Educational
train0026.jpg,Educational
train0027.jpg,Educational
train0028.jpg,Educational
train0029.jpg,Educational
train0030.jpg,Educational
train0031.jpg,Educational
train0032.jpg,Educational
train0033.jpg,Educational
train0034.jpg,Educational
train0035.jpg,Educational
train0036.jpg,Educational
train0037.jpg,Educational
train0038.jpg,Educational
train0039.jpg,Educational
train0040.jpg,Educational
train0041.jpg,Educational
train0042.jpg,Educational
train0043.jpg,Educational
train0044.jpg,Educational
train0045.jpg,Educational
train0046.jpg,Educational
train0047.jpg,Educational
train0048.jpg,Educational
train0049.jpg,Educational
train0050.jpg,Educational
train0051.jpg,Educational
train0052.jpg,Educational
train0053.jpg,Educational
train0054.jpg,Educational
train0055.jpg,Educational
train0056.jpg,Educational
train0057.jpg,Educational
train0058.jpg,Educational
train0059.jpg,Educational
train0060.jpg,Educational
train0061.jpg,Educational
train0062.jpg,Educational
train0063.jpg,Educational
train0064.jpg,Educational
train0065.jpg,Educational
train0066.jpg,Educational
train0067.jpg,Educational
train0068.jpg,Educational
train0069.jpg,Educational
train0070.jpg,Educational
train0071.jpg,Educational
train0072.jpg,Educational
train0073.jpg,Educational
train0074.jpg,Educational
train0075.jpg,Educational
train0076.jpg,Educational
train0077.jpg,Educational
train0078.jpg,Educational
train0079.jpg,Educational
train0080.jpg,Educational
train0081.jpg,Educational
train0082.jpg,Educational
train0083.jpg,Educational
train0084.jpg,Educational
train0085.jpg,Educational
train0086.jpg,Educational
train0087.jpg,Educational
train0088.jpg,Educational
train0089.jpg,Educational
train0090.jpg,Educational
train0091.jpg,Educational
train0092.jpg,Educational
train0093.jpg,Educational
train0094.jpg,Educational
train0095.jpg,Educational
train0096.jpg,Educational
train0097.jpg,Educational
train0098.jpg,Educational
train0099.jpg,Educational
train0100.jpg,Educational
train0101.jpg,Educational
train0102.jpg,Educational
train0103.jpg,Educational
train0104.jpg,Educational
train0105.jpg,Educational
train0106.jpg,Educational
train0107.jpg,Educational
train0108.jpg,Educational
train0109.jpg,Educational
train0110.jpg,Educational
train0111.jpg,Educational
train0112.jpg,Educational
train0113.jpg,Educational
train0114.jpg,Educational
train0115.jpg,Educational
train0116.jpg,Educational
train0117.jpg,Educational
train0118.jpg,Educational
train0119.jpg,Educational
train0120.jpg,Educational
train0121.jpeg,Educational
train0122.jpg,Educational
train0123.jpg,Educational
train0124.jpg,Educational
train0125.jpg,Educational
train0126.jpg,Educational
train0127.jpg,Educational
train0128.jpg,Educational
train0129.jpg,Educational
train0130.jpg,Educational
train0131.jpg,Educational
train0132.jpeg,Educational
train0133.jpg,Educational
train0134.jpg,Educational
train0135.jpg,Educational
train0136.jpg,Educational
train0137.jpg,Educational
train0138.jpg,Educational
train0139.jpg,Educational
train0140.jpg,Educational
train0141.jpeg,Educational
train0142.jpg,Educational
train0143.jpg,Educational
train0144.jpg,Educational
train0145.jpg,Educational
train0146.jpg,Educational
train0147.jpg,Educational
train0148.jpg,Educational
train0149.jpg,Educational
train0150.jpg,Educational
train0151.jpeg,Educational
train0152.jpg,Educational
train0153.jpg,Educational
train0154.jpg,Educational
train0155.jpg,Educational
train0156.jpg,Educational
train0157.jpg,Educational
train0158.jpg,Educational
train0159.jpg,Educational
train0160.jpg,Educational
train0161.jpg,Educational
train0162.jpeg,Educational
train0163.jpg,Educational
train0164.jpg,Educational
train0165.jpg,Educational
train0166.jpg,Educational
train0167.jpg,Educational
train0168.jpg,Educational
train0169.jpg,Educational
train0170.jpg,Educational
train0171.jpg,Educational
train0172.jpg,Educational
train0173.jpeg,Educational
train0174.jpg,Educational
train0175.jpg,Educational
train0176.jpg,Educational
train0177.jpg,Educational
train0178.jpg,Educational
train0179.jpg,Educational
train0180.jpg,Educational
train0181.jpg,Educational
train0182.jpg,Educational
train0183.jpeg,Educational
train0184.jpg,Educational
train0185.jpg,Educational
train0186.jpg,Educational
train0187.jpg,Educational
train0188.jpg,Educational
train0189.jpg,Educational
train0190.jpg,Educational
train0191.jpg,Educational
train0192.jpg,Educational
train0193.jpg,Educational
train0194.jpeg,Educational
train0195.jpg,Educational
train0196.jpg,Educational
train0197.jpg,Educational
train0198.jpg,Educational
train0199.jpg,Educational
train0200.jpg,Educational
